HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2015-10-23 18:09:11.000,2015-10-23 18:08:55.000,2015-10-23 18:09:11.000,Still
2015-10-23 18:09:20.000,2015-10-23 18:09:11.000,2015-10-23 18:09:20.000,Jumping Jacks
2015-10-23 18:09:34.000,2015-10-23 18:09:20.000,2015-10-23 18:09:34.000,Still
2015-10-23 18:09:43.000,2015-10-23 18:09:34.000,2015-10-23 18:09:43.000,Jumping Jacks
2015-10-23 18:09:53.000,2015-10-23 18:09:43.000,2015-10-23 18:09:53.000,Still
2015-10-23 18:10:02.000,2015-10-23 18:09:53.000,2015-10-23 18:10:02.000,Jumping Jacks
2015-10-23 18:10:12.000,2015-10-23 18:10:02.000,2015-10-23 18:10:12.000,Still
2015-10-23 18:10:56.000,2015-10-23 18:10:53.000,2015-10-23 18:10:56.000,Sitting
2015-10-23 18:10:58.000,2015-10-23 18:10:56.000,2015-10-23 18:10:58.000,Sitting
2015-10-23 18:10:58.000,2015-10-23 18:10:56.000,2015-10-23 18:10:58.000,Typing
2015-10-23 18:11:47.000,2015-10-23 18:10:58.000,2015-10-23 18:11:47.000,Sitting
2015-10-23 18:11:47.000,2015-10-23 18:10:58.000,2015-10-23 18:11:47.000,Typing
2015-10-23 18:11:47.000,2015-10-23 18:10:58.000,2015-10-23 18:11:47.000,Arms On Desk
2015-10-23 18:12:14.000,2015-10-23 18:12:11.000,2015-10-23 18:12:14.000,Sitting
2015-10-23 18:12:16.000,2015-10-23 18:12:14.000,2015-10-23 18:12:16.000,Sitting
2015-10-23 18:12:16.000,2015-10-23 18:12:14.000,2015-10-23 18:12:16.000,Writing
2015-10-23 18:12:43.000,2015-10-23 18:12:16.000,2015-10-23 18:12:43.000,Sitting
2015-10-23 18:12:43.000,2015-10-23 18:12:16.000,2015-10-23 18:12:43.000,Writing
2015-10-23 18:12:43.000,2015-10-23 18:12:16.000,2015-10-23 18:12:43.000,Arms On Desk
2015-10-23 18:13:11.000,2015-10-23 18:13:07.000,2015-10-23 18:13:11.000,Reclining
2015-10-23 18:14:17.000,2015-10-23 18:13:11.000,2015-10-23 18:14:17.000,Reclining
2015-10-23 18:14:17.000,2015-10-23 18:13:11.000,2015-10-23 18:14:17.000,Telling Story
2015-10-23 18:14:44.000,2015-10-23 18:14:42.000,2015-10-23 18:14:44.000,Standing
2015-10-23 18:14:45.000,2015-10-23 18:14:44.000,2015-10-23 18:14:45.000,Standing
2015-10-23 18:14:45.000,2015-10-23 18:14:44.000,2015-10-23 18:14:45.000,Typing
2015-10-23 18:15:48.000,2015-10-23 18:14:45.000,2015-10-23 18:15:48.000,Standing
2015-10-23 18:15:48.000,2015-10-23 18:14:45.000,2015-10-23 18:15:48.000,Typing
2015-10-23 18:15:48.000,2015-10-23 18:14:45.000,2015-10-23 18:15:48.000,Arms On Desk
2015-10-23 18:16:04.000,2015-10-23 18:16:02.000,2015-10-23 18:16:04.000,Standing
2015-10-23 18:16:53.000,2015-10-23 18:16:04.000,2015-10-23 18:16:53.000,Standing
2015-10-23 18:16:53.000,2015-10-23 18:16:04.000,2015-10-23 18:16:53.000,Writing
2015-10-23 18:17:01.000,2015-10-23 18:16:57.000,2015-10-23 18:17:01.000,Standing
2015-10-23 18:17:08.000,2015-10-23 18:17:01.000,2015-10-23 18:17:08.000,Standing
2015-10-23 18:17:08.000,2015-10-23 18:17:01.000,2015-10-23 18:17:08.000,Telling Story
2015-10-23 18:17:10.000,2015-10-23 18:17:08.000,2015-10-23 18:17:10.000,Standing
2015-10-23 18:17:10.000,2015-10-23 18:17:08.000,2015-10-23 18:17:10.000,Telling Story
2015-10-23 18:17:10.000,2015-10-23 18:17:08.000,2015-10-23 18:17:10.000,supported
2015-10-23 18:17:35.000,2015-10-23 18:17:10.000,2015-10-23 18:17:35.000,Standing
2015-10-23 18:17:35.000,2015-10-23 18:17:10.000,2015-10-23 18:17:35.000,Telling Story
2015-10-23 18:17:35.000,2015-10-23 18:17:10.000,2015-10-23 18:17:35.000,supported
2015-10-23 18:17:35.000,2015-10-23 18:17:10.000,2015-10-23 18:17:35.000,Arms On Desk
2015-10-23 18:17:38.000,2015-10-23 18:17:35.000,2015-10-23 18:17:38.000,Phone Talking
2015-10-23 18:17:38.000,2015-10-23 18:17:35.000,2015-10-23 18:17:38.000,Standing
2015-10-23 18:17:38.000,2015-10-23 18:17:35.000,2015-10-23 18:17:38.000,Telling Story
2015-10-23 18:17:38.000,2015-10-23 18:17:35.000,2015-10-23 18:17:38.000,supported
2015-10-23 18:17:38.000,2015-10-23 18:17:35.000,2015-10-23 18:17:38.000,Arms On Desk
2015-10-23 18:18:33.000,2015-10-23 18:17:38.000,2015-10-23 18:18:33.000,Standing
2015-10-23 18:18:33.000,2015-10-23 18:17:38.000,2015-10-23 18:18:33.000,Telling Story
2015-10-23 18:18:33.000,2015-10-23 18:17:38.000,2015-10-23 18:18:33.000,supported
2015-10-23 18:18:33.000,2015-10-23 18:17:38.000,2015-10-23 18:18:33.000,Arms On Desk
2015-10-23 18:19:29.000,2015-10-23 18:19:20.000,2015-10-23 18:19:29.000,Walking
2015-10-23 18:19:31.000,2015-10-23 18:19:29.000,2015-10-23 18:19:31.000,Walking
2015-10-23 18:19:31.000,2015-10-23 18:19:29.000,2015-10-23 18:19:31.000,Stairs
2015-10-23 18:19:33.000,2015-10-23 18:19:31.000,2015-10-23 18:19:33.000,Walking
2015-10-23 18:19:33.000,2015-10-23 18:19:31.000,2015-10-23 18:19:33.000,Stairs
2015-10-23 18:19:33.000,2015-10-23 18:19:31.000,2015-10-23 18:19:33.000,Down
2015-10-23 18:20:40.000,2015-10-23 18:19:33.000,2015-10-23 18:20:40.000,Walking
2015-10-23 18:20:40.000,2015-10-23 18:19:33.000,2015-10-23 18:20:40.000,Stairs
2015-10-23 18:20:40.000,2015-10-23 18:19:33.000,2015-10-23 18:20:40.000,Down
2015-10-23 18:20:40.000,2015-10-23 18:19:33.000,2015-10-23 18:20:40.000,Telling Story
2015-10-23 18:20:42.000,2015-10-23 18:20:41.000,2015-10-23 18:20:42.000,Walking
2015-10-23 18:20:54.000,2015-10-23 18:20:42.000,2015-10-23 18:20:54.000,Walking
2015-10-23 18:20:54.000,2015-10-23 18:20:42.000,2015-10-23 18:20:54.000,Telling Story
2015-10-23 18:25:56.000,2015-10-23 18:20:54.000,2015-10-23 18:25:56.000,Walking
2015-10-23 18:25:56.000,2015-10-23 18:20:54.000,2015-10-23 18:25:56.000,Telling Story
2015-10-23 18:25:56.000,2015-10-23 18:20:54.000,2015-10-23 18:25:56.000,Outdoors
2015-10-23 18:26:09.000,2015-10-23 18:26:08.000,2015-10-23 18:26:09.000,Waiting
2015-10-23 18:26:17.000,2015-10-23 18:26:09.000,2015-10-23 18:26:17.000,Standing
2015-10-23 18:26:17.000,2015-10-23 18:26:09.000,2015-10-23 18:26:17.000,Waiting
2015-10-23 18:26:18.000,2015-10-23 18:26:17.000,2015-10-23 18:26:18.000,Standing
2015-10-23 18:26:18.000,2015-10-23 18:26:17.000,2015-10-23 18:26:18.000,Waiting
2015-10-23 18:26:18.000,2015-10-23 18:26:17.000,2015-10-23 18:26:18.000,Stairs
2015-10-23 18:26:19.000,2015-10-23 18:26:18.000,2015-10-23 18:26:19.000,Standing
2015-10-23 18:26:19.000,2015-10-23 18:26:18.000,2015-10-23 18:26:19.000,Waiting
2015-10-23 18:26:19.000,2015-10-23 18:26:18.000,2015-10-23 18:26:19.000,Stairs
2015-10-23 18:26:19.000,2015-10-23 18:26:18.000,2015-10-23 18:26:19.000,Up
2015-10-23 18:26:20.000,2015-10-23 18:26:19.000,2015-10-23 18:26:20.000,Waiting
2015-10-23 18:26:20.000,2015-10-23 18:26:19.000,2015-10-23 18:26:20.000,Stairs
2015-10-23 18:26:20.000,2015-10-23 18:26:19.000,2015-10-23 18:26:20.000,Up
2015-10-23 18:26:20.000,2015-10-23 18:26:19.000,2015-10-23 18:26:20.000,Walking
2015-10-23 18:26:29.000,2015-10-23 18:26:28.000,2015-10-23 18:26:29.000,MBTA
2015-10-23 18:26:30.000,2015-10-23 18:26:29.000,2015-10-23 18:26:30.000,MBTA
2015-10-23 18:26:30.000,2015-10-23 18:26:29.000,2015-10-23 18:26:30.000,Standing
2015-10-23 18:28:49.000,2015-10-23 18:26:30.000,2015-10-23 18:28:49.000,MBTA
2015-10-23 18:28:49.000,2015-10-23 18:26:30.000,2015-10-23 18:28:49.000,Standing
2015-10-23 18:28:49.000,2015-10-23 18:26:30.000,2015-10-23 18:28:49.000,Telling Story
2015-10-23 18:28:51.000,2015-10-23 18:28:50.000,2015-10-23 18:28:51.000,Walking
2015-10-23 18:28:53.000,2015-10-23 18:28:51.000,2015-10-23 18:28:53.000,Outdoors
2015-10-23 18:28:53.000,2015-10-23 18:28:51.000,2015-10-23 18:28:53.000,Walking
2015-10-23 18:29:08.000,2015-10-23 18:28:53.000,2015-10-23 18:29:08.000,Outdoors
2015-10-23 18:29:08.000,2015-10-23 18:28:53.000,2015-10-23 18:29:08.000,Walking
2015-10-23 18:29:08.000,2015-10-23 18:28:53.000,2015-10-23 18:29:08.000,Telling Story
2015-10-23 18:29:53.000,2015-10-23 18:29:08.000,2015-10-23 18:29:53.000,Walking
2015-10-23 18:29:53.000,2015-10-23 18:29:08.000,2015-10-23 18:29:53.000,Telling Story
2015-10-23 18:29:53.000,2015-10-23 18:29:08.000,2015-10-23 18:29:53.000,Stop Light
2015-10-23 18:29:55.000,2015-10-23 18:29:54.000,2015-10-23 18:29:55.000,Walking
2015-10-23 18:29:56.000,2015-10-23 18:29:55.000,2015-10-23 18:29:56.000,Walking
2015-10-23 18:29:56.000,2015-10-23 18:29:55.000,2015-10-23 18:29:56.000,Outdoors
2015-10-23 18:34:33.000,2015-10-23 18:29:56.000,2015-10-23 18:34:33.000,Walking
2015-10-23 18:34:33.000,2015-10-23 18:29:56.000,2015-10-23 18:34:33.000,Outdoors
2015-10-23 18:34:33.000,2015-10-23 18:29:56.000,2015-10-23 18:34:33.000,Telling Story
2015-10-23 18:34:51.000,2015-10-23 18:34:37.000,2015-10-23 18:34:51.000,Walking
2015-10-23 18:34:52.000,2015-10-23 18:34:51.000,2015-10-23 18:34:52.000,Walking
2015-10-23 18:34:52.000,2015-10-23 18:34:51.000,2015-10-23 18:34:52.000,Stairs
2015-10-23 18:35:06.000,2015-10-23 18:34:52.000,2015-10-23 18:35:06.000,Walking
2015-10-23 18:35:06.000,2015-10-23 18:34:52.000,2015-10-23 18:35:06.000,Stairs
2015-10-23 18:35:06.000,2015-10-23 18:34:52.000,2015-10-23 18:35:06.000,Up
2015-10-23 18:36:18.000,2015-10-23 18:35:06.000,2015-10-23 18:36:18.000,Walking
2015-10-23 18:36:18.000,2015-10-23 18:35:06.000,2015-10-23 18:36:18.000,Stairs
2015-10-23 18:36:18.000,2015-10-23 18:35:06.000,2015-10-23 18:36:18.000,Up
2015-10-23 18:36:18.000,2015-10-23 18:35:06.000,2015-10-23 18:36:18.000,Telling Story
2015-10-23 18:36:19.000,2015-10-23 18:36:18.000,2015-10-23 18:36:19.000,Stairs
2015-10-23 18:36:19.000,2015-10-23 18:36:18.000,2015-10-23 18:36:19.000,Up
2015-10-23 18:36:19.000,2015-10-23 18:36:18.000,2015-10-23 18:36:19.000,Telling Story
2015-10-23 18:38:30.000,2015-10-23 18:38:29.000,2015-10-23 18:38:30.000,Standing
2015-10-23 18:38:31.000,2015-10-23 18:38:30.000,2015-10-23 18:38:31.000,Standing
2015-10-23 18:38:31.000,2015-10-23 18:38:30.000,2015-10-23 18:38:31.000,Elevator
2015-10-23 18:38:48.000,2015-10-23 18:38:31.000,2015-10-23 18:38:48.000,Standing
2015-10-23 18:38:48.000,2015-10-23 18:38:31.000,2015-10-23 18:38:48.000,Elevator
2015-10-23 18:38:48.000,2015-10-23 18:38:31.000,2015-10-23 18:38:48.000,Down
2015-10-23 18:40:15.000,2015-10-23 18:40:14.000,2015-10-23 18:40:15.000,Biking
2015-10-23 18:50:48.000,2015-10-23 18:40:15.000,2015-10-23 18:50:48.000,Biking
2015-10-23 18:50:48.000,2015-10-23 18:40:15.000,2015-10-23 18:50:48.000,Outdoors
2015-10-23 18:51:25.000,2015-10-23 18:51:24.000,2015-10-23 18:51:25.000,Walking
2015-10-23 18:51:46.000,2015-10-23 18:51:25.000,2015-10-23 18:51:46.000,Walking
2015-10-23 18:51:46.000,2015-10-23 18:51:25.000,2015-10-23 18:51:46.000,Outdoors
2015-10-23 18:52:11.000,2015-10-23 18:51:46.000,2015-10-23 18:52:11.000,Walking
2015-10-23 18:52:11.000,2015-10-23 18:51:46.000,2015-10-23 18:52:11.000,Outdoors
2015-10-23 18:52:11.000,2015-10-23 18:51:46.000,2015-10-23 18:52:11.000,Telling Story
2015-10-23 18:52:35.000,2015-10-23 18:52:12.000,2015-10-23 18:52:35.000,Walking
2015-10-23 18:52:45.000,2015-10-23 18:52:35.000,2015-10-23 18:52:45.000,Standing
