HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2015-10-23 19:01:37.000,2015-10-23 19:00:00.000,2015-10-23 19:01:37.000,Frisbee
2015-10-23 19:01:37.000,2015-10-23 19:00:00.000,2015-10-23 19:01:37.000,Outdoors
2015-10-23 19:02:40.000,2015-10-23 19:02:32.000,2015-10-23 19:02:40.000,Walking
2015-10-23 19:02:41.000,2015-10-23 19:02:40.000,2015-10-23 19:02:41.000,Walking
2015-10-23 19:02:41.000,2015-10-23 19:02:40.000,2015-10-23 19:02:41.000,Bag
2015-10-23 19:03:04.000,2015-10-23 19:02:41.000,2015-10-23 19:03:04.000,Walking
2015-10-23 19:03:04.000,2015-10-23 19:02:41.000,2015-10-23 19:03:04.000,Bag
2015-10-23 19:03:04.000,2015-10-23 19:02:41.000,2015-10-23 19:03:04.000,Dominant Hand
2015-10-23 19:03:05.000,2015-10-23 19:03:04.000,2015-10-23 19:03:05.000,Walking
2015-10-23 19:03:05.000,2015-10-23 19:03:04.000,2015-10-23 19:03:05.000,Bag
2015-10-23 19:03:05.000,2015-10-23 19:03:04.000,2015-10-23 19:03:05.000,Dominant Hand
2015-10-23 19:03:05.000,2015-10-23 19:03:04.000,2015-10-23 19:03:05.000,Elevator
2015-10-23 19:03:05.000,2015-10-23 19:03:04.000,2015-10-23 19:03:05.000,Up
2015-10-23 19:03:07.000,2015-10-23 19:03:06.000,2015-10-23 19:03:07.000,Elevator
2015-10-23 19:03:08.000,2015-10-23 19:03:07.000,2015-10-23 19:03:08.000,Elevator
2015-10-23 19:03:08.000,2015-10-23 19:03:07.000,2015-10-23 19:03:08.000,Up
2015-10-23 19:03:21.000,2015-10-23 19:03:08.000,2015-10-23 19:03:21.000,Elevator
2015-10-23 19:03:21.000,2015-10-23 19:03:08.000,2015-10-23 19:03:21.000,Up
2015-10-23 19:03:21.000,2015-10-23 19:03:08.000,2015-10-23 19:03:21.000,Telling Story
2015-10-23 19:05:34.000,2015-10-23 19:05:29.000,2015-10-23 19:05:34.000,Standing
2015-10-23 19:06:10.000,2015-10-23 19:05:34.000,2015-10-23 19:06:10.000,Standing
2015-10-23 19:06:10.000,2015-10-23 19:05:34.000,2015-10-23 19:06:10.000,Shelf Unload
2015-10-23 19:06:13.000,2015-10-23 19:06:11.000,2015-10-23 19:06:13.000,Standing
2015-10-23 19:06:51.000,2015-10-23 19:06:13.000,2015-10-23 19:06:51.000,Standing
2015-10-23 19:06:51.000,2015-10-23 19:06:13.000,2015-10-23 19:06:51.000,Shelf Reload
2015-10-23 19:08:30.000,2015-10-23 19:07:09.000,2015-10-23 19:08:30.000,Lying
2015-10-23 19:08:50.000,2015-10-23 19:08:40.000,2015-10-23 19:08:50.000,Sitting
2015-10-23 19:11:48.000,2015-10-23 19:08:50.000,2015-10-23 19:11:48.000,Sitting
2015-10-23 19:11:48.000,2015-10-23 19:08:50.000,2015-10-23 19:11:48.000,Telling Story
2015-10-23 19:12:42.000,2015-10-23 19:12:38.000,2015-10-23 19:12:42.000,Reclining
2015-10-23 19:12:47.000,2015-10-23 19:12:42.000,2015-10-23 19:12:47.000,Web Browsing
2015-10-23 19:12:47.000,2015-10-23 19:12:42.000,2015-10-23 19:12:47.000,Reclining
2015-10-23 19:15:49.000,2015-10-23 19:12:47.000,2015-10-23 19:15:49.000,Reclining
2015-10-23 19:15:49.000,2015-10-23 19:12:47.000,2015-10-23 19:15:49.000,Texting
2015-10-23 19:16:30.000,2015-10-23 19:16:28.000,2015-10-23 19:16:30.000,Biking
2015-10-23 19:18:16.000,2015-10-23 19:16:30.000,2015-10-23 19:18:16.000,Biking
2015-10-23 19:18:16.000,2015-10-23 19:16:30.000,2015-10-23 19:18:16.000,300 KPM/Min
2015-10-23 19:20:10.000,2015-10-23 19:20:09.000,2015-10-23 19:20:10.000,Treadmill
2015-10-23 19:20:11.000,2015-10-23 19:20:10.000,2015-10-23 19:20:11.000,Treadmill
2015-10-23 19:20:11.000,2015-10-23 19:20:10.000,2015-10-23 19:20:11.000,Walking
2015-10-23 19:20:28.000,2015-10-23 19:20:11.000,2015-10-23 19:20:28.000,Treadmill
2015-10-23 19:20:28.000,2015-10-23 19:20:11.000,2015-10-23 19:20:28.000,Walking
2015-10-23 19:20:28.000,2015-10-23 19:20:11.000,2015-10-23 19:20:28.000,1 mph
2015-10-23 19:20:36.000,2015-10-23 19:20:28.000,2015-10-23 19:20:36.000,supported
2015-10-23 19:20:36.000,2015-10-23 19:20:28.000,2015-10-23 19:20:36.000,Treadmill
2015-10-23 19:20:36.000,2015-10-23 19:20:28.000,2015-10-23 19:20:36.000,Walking
2015-10-23 19:20:36.000,2015-10-23 19:20:28.000,2015-10-23 19:20:36.000,1 mph
2015-10-23 19:21:55.000,2015-10-23 19:20:36.000,2015-10-23 19:21:55.000,Treadmill
2015-10-23 19:21:55.000,2015-10-23 19:20:36.000,2015-10-23 19:21:55.000,Walking
2015-10-23 19:21:55.000,2015-10-23 19:20:36.000,2015-10-23 19:21:55.000,1 mph
2015-10-23 19:21:57.000,2015-10-23 19:21:56.000,2015-10-23 19:21:57.000,Walking
2015-10-23 19:24:02.000,2015-10-23 19:21:57.000,2015-10-23 19:24:02.000,Walking
2015-10-23 19:24:02.000,2015-10-23 19:21:57.000,2015-10-23 19:24:02.000,Treadmill
2015-10-23 19:24:02.000,2015-10-23 19:21:57.000,2015-10-23 19:24:02.000,2 mph
2015-10-23 19:24:03.000,2015-10-23 19:24:02.000,2015-10-23 19:24:03.000,Walking
2015-10-23 19:24:03.000,2015-10-23 19:24:02.000,2015-10-23 19:24:03.000,Treadmill
2015-10-23 19:28:02.000,2015-10-23 19:24:03.000,2015-10-23 19:28:02.000,Walking
2015-10-23 19:28:02.000,2015-10-23 19:24:03.000,2015-10-23 19:28:02.000,Treadmill
2015-10-23 19:28:02.000,2015-10-23 19:24:03.000,2015-10-23 19:28:02.000,3.5 mph
2015-10-23 19:28:20.000,2015-10-23 19:28:19.000,2015-10-23 19:28:20.000,Walking
2015-10-23 19:28:21.000,2015-10-23 19:28:20.000,2015-10-23 19:28:21.000,Walking
2015-10-23 19:28:21.000,2015-10-23 19:28:20.000,2015-10-23 19:28:21.000,Treadmill
2015-10-23 19:28:23.000,2015-10-23 19:28:21.000,2015-10-23 19:28:23.000,Walking
2015-10-23 19:28:23.000,2015-10-23 19:28:21.000,2015-10-23 19:28:23.000,Treadmill
2015-10-23 19:28:23.000,2015-10-23 19:28:21.000,2015-10-23 19:28:23.000,3 mph
2015-10-23 19:28:27.000,2015-10-23 19:28:23.000,2015-10-23 19:28:27.000,Walking
2015-10-23 19:28:27.000,2015-10-23 19:28:23.000,2015-10-23 19:28:27.000,Treadmill
2015-10-23 19:28:27.000,2015-10-23 19:28:23.000,2015-10-23 19:28:27.000,3 mph
2015-10-23 19:28:27.000,2015-10-23 19:28:23.000,2015-10-23 19:28:27.000,Phone Talking
2015-10-23 19:29:56.000,2015-10-23 19:28:27.000,2015-10-23 19:29:56.000,Walking
2015-10-23 19:29:56.000,2015-10-23 19:28:27.000,2015-10-23 19:29:56.000,3mph
2015-10-23 19:29:56.000,2015-10-23 19:28:27.000,2015-10-23 19:29:56.000,Treadmill
2015-10-23 19:29:56.000,2015-10-23 19:28:27.000,2015-10-23 19:29:56.000,3 mph
2015-10-23 19:29:56.000,2015-10-23 19:28:27.000,2015-10-23 19:29:56.000,Phone Talking
2015-10-23 19:29:56.000,2015-10-23 19:28:27.000,2015-10-23 19:29:56.000,Telling Story
2015-10-23 19:30:14.000,2015-10-23 19:30:07.000,2015-10-23 19:30:14.000,Walking
2015-10-23 19:30:14.000,2015-10-23 19:30:07.000,2015-10-23 19:30:14.000,Treadmill
2015-10-23 19:30:17.000,2015-10-23 19:30:14.000,2015-10-23 19:30:17.000,Walking
2015-10-23 19:30:17.000,2015-10-23 19:30:14.000,2015-10-23 19:30:17.000,Treadmill
