HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2015-11-02 14:24:23.000,2015-11-02 14:24:14.000,2015-11-02 14:24:23.000,Still
2015-11-02 14:24:32.000,2015-11-02 14:24:23.000,2015-11-02 14:24:32.000,Jumping Jacks
2015-11-02 14:24:45.000,2015-11-02 14:24:33.000,2015-11-02 14:24:45.000,Still
2015-11-02 14:24:55.000,2015-11-02 14:24:45.000,2015-11-02 14:24:55.000,Jumping Jacks
2015-11-02 14:25:20.000,2015-11-02 14:24:56.000,2015-11-02 14:25:20.000,Still
2015-11-02 14:25:30.000,2015-11-02 14:25:21.000,2015-11-02 14:25:30.000,Jumping Jacks
2015-11-02 14:25:40.000,2015-11-02 14:25:30.000,2015-11-02 14:25:40.000,Still
2015-11-02 14:27:20.000,2015-11-02 14:27:12.000,2015-11-02 14:27:20.000,Sitting
2015-11-02 14:28:09.000,2015-11-02 14:27:20.000,2015-11-02 14:28:09.000,Sitting
2015-11-02 14:28:09.000,2015-11-02 14:27:20.000,2015-11-02 14:28:09.000,Arms On Desk
2015-11-02 14:28:37.000,2015-11-02 14:28:32.000,2015-11-02 14:28:37.000,Sitting
2015-11-02 14:30:16.000,2015-11-02 14:28:37.000,2015-11-02 14:30:16.000,Sitting
2015-11-02 14:30:16.000,2015-11-02 14:28:37.000,2015-11-02 14:30:16.000,Web Browsing
2015-11-02 14:30:56.000,2015-11-02 14:30:53.000,2015-11-02 14:30:56.000,Sitting
2015-11-02 14:32:19.000,2015-11-02 14:30:56.000,2015-11-02 14:32:19.000,Sitting
2015-11-02 14:32:19.000,2015-11-02 14:30:56.000,2015-11-02 14:32:19.000,Arms On Desk
2015-11-02 14:32:19.000,2015-11-02 14:30:56.000,2015-11-02 14:32:19.000,Writing
2015-11-02 14:32:35.000,2015-11-02 14:32:31.000,2015-11-02 14:32:35.000,Reclining
2015-11-02 14:34:24.000,2015-11-02 14:32:35.000,2015-11-02 14:34:24.000,Reclining
2015-11-02 14:34:24.000,2015-11-02 14:32:35.000,2015-11-02 14:34:24.000,Telling Story
2015-11-02 14:34:40.000,2015-11-02 14:34:38.000,2015-11-02 14:34:40.000,Standing
2015-11-02 14:36:07.000,2015-11-02 14:34:40.000,2015-11-02 14:36:07.000,Standing
2015-11-02 14:36:07.000,2015-11-02 14:34:40.000,2015-11-02 14:36:07.000,Web Browsing
2015-11-02 14:36:12.000,2015-11-02 14:36:07.000,2015-11-02 14:36:12.000,Standing
2015-11-02 14:36:12.000,2015-11-02 14:36:07.000,2015-11-02 14:36:12.000,Web Browsing
2015-11-02 14:36:12.000,2015-11-02 14:36:07.000,2015-11-02 14:36:12.000,Arms On Desk
2015-11-02 14:37:01.000,2015-11-02 14:36:12.000,2015-11-02 14:37:01.000,Standing
2015-11-02 14:37:01.000,2015-11-02 14:36:12.000,2015-11-02 14:37:01.000,Web Browsing
2015-11-02 14:37:01.000,2015-11-02 14:36:12.000,2015-11-02 14:37:01.000,Arms On Desk
2015-11-02 14:37:01.000,2015-11-02 14:36:12.000,2015-11-02 14:37:01.000,Telling Story
2015-11-02 14:37:13.000,2015-11-02 14:37:10.000,2015-11-02 14:37:13.000,Standing
2015-11-02 14:37:14.000,2015-11-02 14:37:13.000,2015-11-02 14:37:14.000,Standing
2015-11-02 14:37:14.000,2015-11-02 14:37:13.000,2015-11-02 14:37:14.000,Writing
2015-11-02 14:38:34.000,2015-11-02 14:37:14.000,2015-11-02 14:38:34.000,Standing
2015-11-02 14:38:34.000,2015-11-02 14:37:14.000,2015-11-02 14:38:34.000,Writing
2015-11-02 14:38:34.000,2015-11-02 14:37:14.000,2015-11-02 14:38:34.000,Arms On Desk
2015-11-02 14:40:39.000,2015-11-02 14:40:25.000,2015-11-02 14:40:39.000,Walking
2015-11-02 14:40:40.000,2015-11-02 14:40:39.000,2015-11-02 14:40:40.000,Walking
2015-11-02 14:40:40.000,2015-11-02 14:40:39.000,2015-11-02 14:40:40.000,Stairs
2015-11-02 14:41:56.000,2015-11-02 14:40:40.000,2015-11-02 14:41:56.000,Walking
2015-11-02 14:41:56.000,2015-11-02 14:40:40.000,2015-11-02 14:41:56.000,Down
2015-11-02 14:41:56.000,2015-11-02 14:40:40.000,2015-11-02 14:41:56.000,Stairs
2015-11-02 14:41:57.000,2015-11-02 14:41:56.000,2015-11-02 14:41:57.000,Down
2015-11-02 14:41:57.000,2015-11-02 14:41:56.000,2015-11-02 14:41:57.000,Stairs
2015-11-02 14:41:58.000,2015-11-02 14:41:57.000,2015-11-02 14:41:58.000,Stairs
2015-11-02 14:41:58.000,2015-11-02 14:41:57.000,2015-11-02 14:41:58.000,Walking
2015-11-02 14:42:11.000,2015-11-02 14:41:58.000,2015-11-02 14:42:11.000,Walking
2015-11-02 14:42:27.000,2015-11-02 14:42:11.000,2015-11-02 14:42:27.000,Walking
2015-11-02 14:42:27.000,2015-11-02 14:42:11.000,2015-11-02 14:42:27.000,Outdoors
2015-11-02 14:48:24.000,2015-11-02 14:42:27.000,2015-11-02 14:48:24.000,Walking
2015-11-02 14:48:24.000,2015-11-02 14:42:27.000,2015-11-02 14:48:24.000,Telling Story
2015-11-02 14:48:24.000,2015-11-02 14:42:27.000,2015-11-02 14:48:24.000,Outdoors
2015-11-02 14:48:28.000,2015-11-02 14:48:24.000,2015-11-02 14:48:28.000,Walking
2015-11-02 14:48:28.000,2015-11-02 14:48:24.000,2015-11-02 14:48:28.000,Telling Story
2015-11-02 14:48:28.000,2015-11-02 14:48:24.000,2015-11-02 14:48:28.000,Outdoors
2015-11-02 14:48:32.000,2015-11-02 14:48:28.000,2015-11-02 14:48:32.000,Telling Story
2015-11-02 14:48:32.000,2015-11-02 14:48:28.000,2015-11-02 14:48:32.000,Outdoors
2015-11-02 14:48:32.000,2015-11-02 14:48:28.000,2015-11-02 14:48:32.000,Standing
2015-11-02 14:49:53.000,2015-11-02 14:48:32.000,2015-11-02 14:49:53.000,Telling Story
2015-11-02 14:49:53.000,2015-11-02 14:48:32.000,2015-11-02 14:49:53.000,Outdoors
2015-11-02 14:49:53.000,2015-11-02 14:48:32.000,2015-11-02 14:49:53.000,Standing
2015-11-02 14:49:53.000,2015-11-02 14:48:32.000,2015-11-02 14:49:53.000,Waiting
2015-11-02 14:50:01.000,2015-11-02 14:49:53.000,2015-11-02 14:50:01.000,Outdoors
2015-11-02 14:50:01.000,2015-11-02 14:49:53.000,2015-11-02 14:50:01.000,Standing
2015-11-02 14:50:01.000,2015-11-02 14:49:53.000,2015-11-02 14:50:01.000,Waiting
2015-11-02 14:59:22.000,2015-11-02 14:50:01.000,2015-11-02 14:59:22.000,Outdoors
2015-11-02 14:59:22.000,2015-11-02 14:50:01.000,2015-11-02 14:59:22.000,Standing
2015-11-02 14:59:22.000,2015-11-02 14:50:01.000,2015-11-02 14:59:22.000,Waiting
2015-11-02 14:59:22.000,2015-11-02 14:50:01.000,2015-11-02 14:59:22.000,Telling Story
2015-11-02 14:59:27.000,2015-11-02 14:59:25.000,2015-11-02 14:59:27.000,Walking
2015-11-02 14:59:28.000,2015-11-02 14:59:27.000,2015-11-02 14:59:28.000,Stairs
2015-11-02 14:59:28.000,2015-11-02 14:59:27.000,2015-11-02 14:59:28.000,Walking
2015-11-02 14:59:33.000,2015-11-02 14:59:28.000,2015-11-02 14:59:33.000,Walking
2015-11-02 14:59:34.000,2015-11-02 14:59:33.000,2015-11-02 14:59:34.000,Walking
2015-11-02 14:59:34.000,2015-11-02 14:59:33.000,2015-11-02 14:59:34.000,Stairs
2015-11-02 14:59:54.000,2015-11-02 14:59:34.000,2015-11-02 14:59:54.000,Walking
2015-11-02 14:59:54.000,2015-11-02 14:59:34.000,2015-11-02 14:59:54.000,Stairs
2015-11-02 14:59:54.000,2015-11-02 14:59:34.000,2015-11-02 14:59:54.000,Up
2015-11-02 14:59:55.000,2015-11-02 14:59:54.000,2015-11-02 14:59:55.000,Standing
2015-11-02 14:59:58.000,2015-11-02 14:59:55.000,2015-11-02 14:59:58.000,Standing
2015-11-02 14:59:58.000,2015-11-02 14:59:55.000,2015-11-02 14:59:58.000,MBTA
2015-11-02 14:59:59.000,2015-11-02 14:59:58.000,2015-11-02 14:59:59.000,Telling Story
2015-11-02 14:59:59.000,2015-11-02 14:59:58.000,2015-11-02 14:59:59.000,Standing
2015-11-02 14:59:59.000,2015-11-02 14:59:58.000,2015-11-02 14:59:59.000,MBTA
