HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2015-10-16 10:46:58.000,2015-10-16 10:46:57.000,2015-10-16 10:46:58.000,Standing
2015-10-16 10:47:12.000,2015-10-16 10:46:58.000,2015-10-16 10:47:12.000,Still
2015-10-16 10:47:21.000,2015-10-16 10:47:12.000,2015-10-16 10:47:21.000,Jumping Jacks
2015-10-16 10:47:33.000,2015-10-16 10:47:21.000,2015-10-16 10:47:33.000,Still
2015-10-16 10:47:42.000,2015-10-16 10:47:33.000,2015-10-16 10:47:42.000,Jumping Jacks
2015-10-16 10:47:53.000,2015-10-16 10:47:42.000,2015-10-16 10:47:53.000,Still
2015-10-16 10:48:02.000,2015-10-16 10:47:53.000,2015-10-16 10:48:02.000,Jumping Jacks
2015-10-16 10:48:12.000,2015-10-16 10:48:02.000,2015-10-16 10:48:12.000,Still
2015-10-16 10:48:55.000,2015-10-16 10:48:44.000,2015-10-16 10:48:55.000,Sitting
2015-10-16 10:49:02.000,2015-10-16 10:48:55.000,2015-10-16 10:49:02.000,Sitting
2015-10-16 10:49:02.000,2015-10-16 10:48:55.000,2015-10-16 10:49:02.000,Typing
2015-10-16 10:49:26.000,2015-10-16 10:49:23.000,2015-10-16 10:49:26.000,Sitting
2015-10-16 10:49:27.000,2015-10-16 10:49:26.000,2015-10-16 10:49:27.000,Sitting
2015-10-16 10:49:27.000,2015-10-16 10:49:26.000,2015-10-16 10:49:27.000,Typing
2015-10-16 10:49:33.000,2015-10-16 10:49:27.000,2015-10-16 10:49:33.000,Sitting
2015-10-16 10:49:33.000,2015-10-16 10:49:27.000,2015-10-16 10:49:33.000,Typing
2015-10-16 10:49:33.000,2015-10-16 10:49:27.000,2015-10-16 10:49:33.000,Web Browsing
2015-10-16 10:50:12.000,2015-10-16 10:49:33.000,2015-10-16 10:50:12.000,Sitting
2015-10-16 10:50:12.000,2015-10-16 10:49:33.000,2015-10-16 10:50:12.000,Typing
2015-10-16 10:50:12.000,2015-10-16 10:49:33.000,2015-10-16 10:50:12.000,Web Browsing
2015-10-16 10:50:12.000,2015-10-16 10:49:33.000,2015-10-16 10:50:12.000,Arms On Desk
2015-10-16 10:50:31.000,2015-10-16 10:50:30.000,2015-10-16 10:50:31.000,Sitting
2015-10-16 10:50:33.000,2015-10-16 10:50:31.000,2015-10-16 10:50:33.000,Sitting
2015-10-16 10:50:33.000,2015-10-16 10:50:31.000,2015-10-16 10:50:33.000,Writing
2015-10-16 10:51:29.000,2015-10-16 10:50:33.000,2015-10-16 10:51:29.000,Sitting
2015-10-16 10:51:29.000,2015-10-16 10:50:33.000,2015-10-16 10:51:29.000,Writing
2015-10-16 10:51:29.000,2015-10-16 10:50:33.000,2015-10-16 10:51:29.000,Arms On Desk
2015-10-16 10:51:47.000,2015-10-16 10:51:43.000,2015-10-16 10:51:47.000,Reclining
2015-10-16 10:53:47.000,2015-10-16 10:51:47.000,2015-10-16 10:53:47.000,Reclining
2015-10-16 10:51:47.000,2015-10-16 10:51:43.000,2015-10-16 10:51:47.000,Sitting
2015-10-16 10:53:47.000,2015-10-16 10:51:47.000,2015-10-16 10:53:47.000,Sitting
2015-10-16 10:53:47.000,2015-10-16 10:51:47.000,2015-10-16 10:53:47.000,Telling Story
2015-10-16 10:53:57.000,2015-10-16 10:53:56.000,2015-10-16 10:53:57.000,Standing
2015-10-16 10:53:58.000,2015-10-16 10:53:57.000,2015-10-16 10:53:58.000,Standing
2015-10-16 10:53:58.000,2015-10-16 10:53:57.000,2015-10-16 10:53:58.000,Typing
2015-10-16 10:53:59.000,2015-10-16 10:53:58.000,2015-10-16 10:53:59.000,Standing
2015-10-16 10:53:59.000,2015-10-16 10:53:58.000,2015-10-16 10:53:59.000,Typing
2015-10-16 10:53:59.000,2015-10-16 10:53:58.000,2015-10-16 10:53:59.000,Web Browsing
2015-10-16 10:55:20.000,2015-10-16 10:53:59.000,2015-10-16 10:55:20.000,Standing
2015-10-16 10:55:20.000,2015-10-16 10:53:59.000,2015-10-16 10:55:20.000,Typing
2015-10-16 10:55:20.000,2015-10-16 10:53:59.000,2015-10-16 10:55:20.000,Web Browsing
2015-10-16 10:55:20.000,2015-10-16 10:53:59.000,2015-10-16 10:55:20.000,Arms On Desk
2015-10-16 10:55:29.000,2015-10-16 10:55:27.000,2015-10-16 10:55:29.000,Standing
2015-10-16 10:55:31.000,2015-10-16 10:55:29.000,2015-10-16 10:55:31.000,Standing
2015-10-16 10:55:31.000,2015-10-16 10:55:29.000,2015-10-16 10:55:31.000,Writing
2015-10-16 10:55:32.000,2015-10-16 10:55:31.000,2015-10-16 10:55:32.000,Standing
2015-10-16 10:55:32.000,2015-10-16 10:55:31.000,2015-10-16 10:55:32.000,Writing
2015-10-16 10:55:32.000,2015-10-16 10:55:31.000,2015-10-16 10:55:32.000,Telling Story
2015-10-16 10:57:00.000,2015-10-16 10:55:32.000,2015-10-16 10:57:00.000,Standing
2015-10-16 10:57:00.000,2015-10-16 10:55:32.000,2015-10-16 10:57:00.000,Writing
2015-10-16 10:57:00.000,2015-10-16 10:55:32.000,2015-10-16 10:57:00.000,Telling Story
2015-10-16 10:57:00.000,2015-10-16 10:55:32.000,2015-10-16 10:57:00.000,Arms On Desk
2015-10-16 10:58:13.000,2015-10-16 10:58:08.000,2015-10-16 10:58:13.000,Standing
2015-10-16 10:58:19.000,2015-10-16 10:58:13.000,2015-10-16 10:58:19.000,Standing
2015-10-16 10:58:19.000,2015-10-16 10:58:13.000,2015-10-16 10:58:19.000,Telling Story
2015-10-16 10:58:28.000,2015-10-16 10:58:21.000,2015-10-16 10:58:28.000,Standing
2015-10-16 10:58:30.000,2015-10-16 10:58:28.000,2015-10-16 10:58:30.000,Standing
2015-10-16 10:58:30.000,2015-10-16 10:58:28.000,2015-10-16 10:58:30.000,Elevator
2015-10-16 10:58:43.000,2015-10-16 10:58:30.000,2015-10-16 10:58:43.000,Standing
2015-10-16 10:58:43.000,2015-10-16 10:58:30.000,2015-10-16 10:58:43.000,Elevator
2015-10-16 10:58:43.000,2015-10-16 10:58:30.000,2015-10-16 10:58:43.000,Down
2015-10-16 10:58:59.000,2015-10-16 10:58:44.000,2015-10-16 10:58:59.000,Walking
2015-10-16 10:59:54.000,2015-10-16 10:58:59.000,2015-10-16 10:59:54.000,Outdoors
2015-10-16 10:59:54.000,2015-10-16 10:58:59.000,2015-10-16 10:59:54.000,Walking
2015-10-16 10:59:59.000,2015-10-16 10:59:54.000,2015-10-16 10:59:59.000,Outdoors
2015-10-16 10:59:59.000,2015-10-16 10:59:54.000,2015-10-16 10:59:59.000,Walking
2015-10-16 10:59:59.000,2015-10-16 10:59:54.000,2015-10-16 10:59:59.000,Telling Story
