HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2015-10-16 12:00:04.000,2015-10-16 12:00:00.000,2015-10-16 12:00:04.000,Still
2015-10-16 12:00:08.000,2015-10-16 12:00:06.000,2015-10-16 12:00:08.000,Standing
2015-10-16 12:00:12.000,2015-10-16 12:00:08.000,2015-10-16 12:00:12.000,Standing
2015-10-16 12:00:12.000,2015-10-16 12:00:08.000,2015-10-16 12:00:12.000,Laundry
2015-10-16 12:01:30.000,2015-10-16 12:00:12.000,2015-10-16 12:01:30.000,Standing
2015-10-16 12:01:30.000,2015-10-16 12:00:12.000,2015-10-16 12:01:30.000,Laundry
2015-10-16 12:01:30.000,2015-10-16 12:00:12.000,2015-10-16 12:01:30.000,Upper Body Movement
2015-10-16 12:01:37.000,2015-10-16 12:01:35.000,2015-10-16 12:01:37.000,Standing
2015-10-16 12:01:40.000,2015-10-16 12:01:37.000,2015-10-16 12:01:40.000,Standing
2015-10-16 12:01:40.000,2015-10-16 12:01:37.000,2015-10-16 12:01:40.000,Sweeping
2015-10-16 12:02:49.000,2015-10-16 12:01:40.000,2015-10-16 12:02:49.000,Standing
2015-10-16 12:02:49.000,2015-10-16 12:01:40.000,2015-10-16 12:02:49.000,Sweeping
2015-10-16 12:02:49.000,2015-10-16 12:01:40.000,2015-10-16 12:02:49.000,Upper Body Movement
2015-10-16 12:03:11.000,2015-10-16 12:02:49.000,2015-10-16 12:03:11.000,Standing
2015-10-16 12:03:11.000,2015-10-16 12:02:49.000,2015-10-16 12:03:11.000,Sweeping
2015-10-16 12:03:11.000,2015-10-16 12:02:49.000,2015-10-16 12:03:11.000,Upper Body Movement
2015-10-16 12:03:11.000,2015-10-16 12:02:49.000,2015-10-16 12:03:11.000,Telling Story
