HEADER_TIME_STAMP,X_ACCELERATION_METERS_PER_SECOND_SQUARED,Y_ACCELERATION_METERS_PER_SECOND_SQUARED,Z_ACCELERATION_METERS_PER_SECOND_SQUARED
2015-10-16 12:00:00.013,0.965,0.27,0.199
2015-10-16 12:00:00.025,0.965,0.27,0.203
2015-10-16 12:00:00.038,0.965,0.277,0.203
2015-10-16 12:00:00.050,0.969,0.281,0.207
2015-10-16 12:00:00.063,0.977,0.289,0.211
2015-10-16 12:00:00.075,0.98,0.293,0.211
2015-10-16 12:00:00.088,0.98,0.297,0.219
2015-10-16 12:00:00.100,0.984,0.297,0.211
2015-10-16 12:00:00.113,0.984,0.297,0.215
2015-10-16 12:00:00.125,0.992,0.301,0.211
2015-10-16 12:00:00.138,0.984,0.301,0.211
2015-10-16 12:00:00.150,0.992,0.301,0.219
2015-10-16 12:00:00.163,0.992,0.293,0.219
2015-10-16 12:00:00.175,0.988,0.285,0.211
2015-10-16 12:00:00.188,0.984,0.289,0.203
2015-10-16 12:00:00.200,0.98,0.293,0.203
2015-10-16 12:00:00.213,0.969,0.297,0.203
2015-10-16 12:00:00.225,0.969,0.297,0.203
2015-10-16 12:00:00.238,0.965,0.297,0.199
2015-10-16 12:00:00.250,0.961,0.289,0.199
2015-10-16 12:00:00.263,0.965,0.289,0.191
2015-10-16 12:00:00.275,0.965,0.289,0.188
2015-10-16 12:00:00.288,0.965,0.285,0.188
2015-10-16 12:00:00.300,0.965,0.293,0.18
2015-10-16 12:00:00.313,0.961,0.297,0.176
2015-10-16 12:00:00.325,0.961,0.301,0.172
2015-10-16 12:00:00.338,0.965,0.301,0.168
2015-10-16 12:00:00.350,0.965,0.305,0.168
2015-10-16 12:00:00.363,0.965,0.309,0.156
2015-10-16 12:00:00.375,0.973,0.305,0.16
2015-10-16 12:00:00.388,0.965,0.297,0.156
2015-10-16 12:00:00.400,0.961,0.297,0.152
2015-10-16 12:00:00.413,0.957,0.297,0.156
2015-10-16 12:00:00.425,0.957,0.289,0.145
2015-10-16 12:00:00.438,0.961,0.297,0.141
2015-10-16 12:00:00.450,0.965,0.297,0.137
2015-10-16 12:00:00.463,0.965,0.301,0.141
2015-10-16 12:00:00.475,0.957,0.301,0.145
2015-10-16 12:00:00.488,0.953,0.297,0.148
2015-10-16 12:00:00.500,0.953,0.289,0.152
2015-10-16 12:00:00.513,0.949,0.285,0.16
2015-10-16 12:00:00.525,0.957,0.281,0.156
2015-10-16 12:00:00.538,0.957,0.273,0.16
2015-10-16 12:00:00.550,0.961,0.277,0.164
2015-10-16 12:00:00.563,0.957,0.277,0.16
2015-10-16 12:00:00.575,0.961,0.285,0.168
2015-10-16 12:00:00.588,0.961,0.289,0.168
2015-10-16 12:00:00.600,0.965,0.289,0.172
2015-10-16 12:00:00.613,0.965,0.285,0.168
2015-10-16 12:00:00.625,0.965,0.281,0.164
2015-10-16 12:00:00.638,0.969,0.281,0.168
2015-10-16 12:00:00.650,0.973,0.277,0.172
2015-10-16 12:00:00.663,0.973,0.281,0.172
2015-10-16 12:00:00.675,0.969,0.281,0.172
2015-10-16 12:00:00.688,0.977,0.281,0.172
2015-10-16 12:00:00.700,0.969,0.281,0.172
2015-10-16 12:00:00.713,0.969,0.281,0.18
2015-10-16 12:00:00.725,0.973,0.277,0.18
2015-10-16 12:00:00.738,0.969,0.277,0.176
2015-10-16 12:00:00.750,0.977,0.277,0.172
2015-10-16 12:00:00.763,0.973,0.273,0.176
2015-10-16 12:00:00.775,0.973,0.273,0.18
2015-10-16 12:00:00.788,0.977,0.27,0.18
2015-10-16 12:00:00.800,0.977,0.266,0.184
2015-10-16 12:00:00.813,0.977,0.266,0.184
2015-10-16 12:00:00.825,0.969,0.266,0.18
2015-10-16 12:00:00.838,0.973,0.27,0.18
2015-10-16 12:00:00.850,0.973,0.27,0.176
2015-10-16 12:00:00.863,0.973,0.273,0.172
2015-10-16 12:00:00.875,0.977,0.273,0.18
2015-10-16 12:00:00.888,0.977,0.281,0.184
2015-10-16 12:00:00.900,0.977,0.277,0.18
2015-10-16 12:00:00.913,0.977,0.281,0.18
2015-10-16 12:00:00.925,0.977,0.277,0.176
2015-10-16 12:00:00.938,0.98,0.277,0.18
2015-10-16 12:00:00.950,0.984,0.273,0.184
2015-10-16 12:00:00.963,0.988,0.27,0.18
2015-10-16 12:00:00.975,0.988,0.273,0.176
2015-10-16 12:00:00.988,0.988,0.281,0.172
2015-10-16 12:00:01.000,0.988,0.285,0.172
2015-10-16 12:00:01.013,0.973,0.293,0.18
2015-10-16 12:00:01.025,0.973,0.289,0.172
2015-10-16 12:00:01.038,0.977,0.285,0.172
2015-10-16 12:00:01.050,0.973,0.289,0.172
2015-10-16 12:00:01.063,0.969,0.285,0.168
2015-10-16 12:00:01.075,0.969,0.281,0.172
2015-10-16 12:00:01.088,0.973,0.281,0.176
2015-10-16 12:00:01.100,0.973,0.285,0.172
