HEADER_TIME_STAMP,X_ACCELERATION_METERS_PER_SECOND_SQUARED,Y_ACCELERATION_METERS_PER_SECOND_SQUARED,Z_ACCELERATION_METERS_PER_SECOND_SQUARED
2015-10-16 12:00:00.013,-0.129,-1.008,0.145
2015-10-16 12:00:00.025,-0.121,-1.012,0.145
2015-10-16 12:00:00.038,-0.121,-1.012,0.145
2015-10-16 12:00:00.050,-0.125,-1.012,0.145
2015-10-16 12:00:00.063,-0.125,-1.016,0.145
2015-10-16 12:00:00.075,-0.121,-1.008,0.145
2015-10-16 12:00:00.088,-0.129,-1.012,0.145
2015-10-16 12:00:00.100,-0.129,-1.0,0.145
2015-10-16 12:00:00.113,-0.129,-0.996,0.145
2015-10-16 12:00:00.125,-0.137,-1.004,0.145
2015-10-16 12:00:00.138,-0.137,-1.004,0.141
2015-10-16 12:00:00.150,-0.137,-1.008,0.145
2015-10-16 12:00:00.163,-0.141,-1.008,0.145
2015-10-16 12:00:00.175,-0.141,-1.012,0.148
2015-10-16 12:00:00.188,-0.125,-1.008,0.145
2015-10-16 12:00:00.200,-0.125,-1.0,0.145
2015-10-16 12:00:00.213,-0.125,-0.996,0.145
2015-10-16 12:00:00.225,-0.125,-0.996,0.145
2015-10-16 12:00:00.238,-0.133,-1.0,0.145
2015-10-16 12:00:00.250,-0.141,-1.008,0.145
2015-10-16 12:00:00.263,-0.133,-1.012,0.145
2015-10-16 12:00:00.275,-0.133,-1.016,0.145
2015-10-16 12:00:00.288,-0.133,-1.016,0.145
2015-10-16 12:00:00.300,-0.129,-1.012,0.145
2015-10-16 12:00:00.313,-0.133,-1.0,0.145
2015-10-16 12:00:00.325,-0.133,-1.004,0.148
2015-10-16 12:00:00.338,-0.129,-1.004,0.145
2015-10-16 12:00:00.350,-0.137,-1.004,0.148
2015-10-16 12:00:00.363,-0.129,-1.008,0.148
2015-10-16 12:00:00.375,-0.129,-1.012,0.148
2015-10-16 12:00:00.388,-0.121,-1.016,0.148
2015-10-16 12:00:00.400,-0.125,-1.02,0.152
2015-10-16 12:00:00.413,-0.125,-1.012,0.148
2015-10-16 12:00:00.425,-0.125,-1.008,0.148
2015-10-16 12:00:00.438,-0.129,-1.008,0.145
2015-10-16 12:00:00.450,-0.137,-1.012,0.152
2015-10-16 12:00:00.463,-0.141,-1.012,0.156
2015-10-16 12:00:00.475,-0.133,-1.012,0.148
2015-10-16 12:00:00.488,-0.133,-1.012,0.148
2015-10-16 12:00:00.500,-0.137,-1.008,0.148
2015-10-16 12:00:00.513,-0.137,-1.008,0.152
2015-10-16 12:00:00.525,-0.137,-1.012,0.148
2015-10-16 12:00:00.538,-0.133,-1.012,0.145
2015-10-16 12:00:00.550,-0.129,-1.008,0.145
2015-10-16 12:00:00.563,-0.129,-1.004,0.145
2015-10-16 12:00:00.575,-0.133,-1.008,0.148
2015-10-16 12:00:00.588,-0.137,-1.008,0.152
2015-10-16 12:00:00.600,-0.129,-1.012,0.152
2015-10-16 12:00:00.613,-0.129,-1.008,0.148
2015-10-16 12:00:00.625,-0.133,-1.004,0.148
2015-10-16 12:00:00.638,-0.137,-1.0,0.148
2015-10-16 12:00:00.650,-0.141,-1.004,0.148
2015-10-16 12:00:00.663,-0.137,-1.008,0.148
2015-10-16 12:00:00.675,-0.133,-1.008,0.148
2015-10-16 12:00:00.688,-0.129,-1.004,0.148
2015-10-16 12:00:00.700,-0.133,-1.004,0.148
2015-10-16 12:00:00.713,-0.129,-1.008,0.148
2015-10-16 12:00:00.725,-0.121,-1.008,0.156
2015-10-16 12:00:00.738,-0.121,-1.004,0.152
2015-10-16 12:00:00.750,-0.125,-1.008,0.152
2015-10-16 12:00:00.763,-0.125,-1.012,0.148
2015-10-16 12:00:00.775,-0.121,-1.012,0.152
2015-10-16 12:00:00.788,-0.125,-1.016,0.156
2015-10-16 12:00:00.800,-0.125,-1.02,0.16
2015-10-16 12:00:00.813,-0.129,-1.02,0.164
2015-10-16 12:00:00.825,-0.133,-1.012,0.156
2015-10-16 12:00:00.838,-0.133,-1.008,0.152
2015-10-16 12:00:00.850,-0.137,-1.004,0.152
2015-10-16 12:00:00.863,-0.141,-1.008,0.156
2015-10-16 12:00:00.875,-0.137,-1.008,0.156
2015-10-16 12:00:00.888,-0.141,-1.004,0.152
2015-10-16 12:00:00.900,-0.145,-1.0,0.156
2015-10-16 12:00:00.913,-0.141,-0.996,0.16
2015-10-16 12:00:00.925,-0.145,-1.0,0.152
2015-10-16 12:00:00.938,-0.141,-1.008,0.148
2015-10-16 12:00:00.950,-0.141,-1.008,0.148
2015-10-16 12:00:00.963,-0.145,-1.004,0.156
2015-10-16 12:00:00.975,-0.141,-1.012,0.152
2015-10-16 12:00:00.988,-0.141,-1.012,0.16
2015-10-16 12:00:01.000,-0.133,-1.008,0.152
2015-10-16 12:00:01.013,-0.137,-1.0,0.148
2015-10-16 12:00:01.025,-0.137,-0.996,0.148
2015-10-16 12:00:01.038,-0.141,-1.0,0.16
2015-10-16 12:00:01.050,-0.137,-1.004,0.168
2015-10-16 12:00:01.063,-0.133,-1.012,0.168
2015-10-16 12:00:01.075,-0.137,-1.008,0.16
2015-10-16 12:00:01.088,-0.133,-1.012,0.164
2015-10-16 12:00:01.100,-0.141,-1.008,0.156
2015-10-16 12:00:01.113,-0.141,-1.008,0.156
2015-10-16 12:00:01.125,-0.141,-1.004,0.164
2015-10-16 12:00:01.138,-0.141,-1.0,0.156
2015-10-16 12:00:01.150,-0.141,-1.004,0.164
2015-10-16 12:00:01.163,-0.141,-1.004,0.168
2015-10-16 12:00:01.175,-0.141,-1.0,0.168
2015-10-16 12:00:01.188,-0.141,-0.996,0.156
2015-10-16 12:00:01.200,-0.141,-1.0,0.16
2015-10-16 12:00:01.213,-0.145,-1.0,0.16
2015-10-16 12:00:01.225,-0.145,-1.004,0.164
2015-10-16 12:00:01.238,-0.141,-1.008,0.172
2015-10-16 12:00:01.250,-0.145,-1.016,0.172
2015-10-16 12:00:01.263,-0.148,-1.008,0.176
2015-10-16 12:00:01.275,-0.156,-0.996,0.172
2015-10-16 12:00:01.288,-0.16,-0.996,0.172
2015-10-16 12:00:01.300,-0.164,-1.0,0.176
2015-10-16 12:00:01.313,-0.164,-0.988,0.172
2015-10-16 12:00:01.325,-0.168,-0.988,0.172
2015-10-16 12:00:01.338,-0.172,-0.988,0.176
2015-10-16 12:00:01.350,-0.172,-0.984,0.18
2015-10-16 12:00:01.363,-0.172,-0.984,0.188
2015-10-16 12:00:01.375,-0.172,-0.988,0.199
2015-10-16 12:00:01.388,-0.172,-0.988,0.203
2015-10-16 12:00:01.400,-0.172,-0.988,0.195
2015-10-16 12:00:01.413,-0.172,-0.992,0.184
2015-10-16 12:00:01.425,-0.164,-1.0,0.18
2015-10-16 12:00:01.438,-0.156,-1.004,0.184
2015-10-16 12:00:01.450,-0.152,-1.004,0.195
2015-10-16 12:00:01.463,-0.145,-1.004,0.188
2015-10-16 12:00:01.475,-0.141,-0.992,0.195
2015-10-16 12:00:01.488,-0.129,-0.988,0.203
2015-10-16 12:00:01.500,-0.121,-0.992,0.207
2015-10-16 12:00:01.513,-0.133,-1.008,0.211
2015-10-16 12:00:01.525,-0.133,-1.02,0.203
2015-10-16 12:00:01.538,-0.137,-1.031,0.199
2015-10-16 12:00:01.550,-0.133,-1.043,0.195
2015-10-16 12:00:01.563,-0.141,-1.051,0.203
2015-10-16 12:00:01.575,-0.137,-1.047,0.199
2015-10-16 12:00:01.588,-0.141,-1.035,0.203
2015-10-16 12:00:01.600,-0.129,-1.012,0.203
2015-10-16 12:00:01.613,-0.129,-0.996,0.215
2015-10-16 12:00:01.625,-0.129,-0.988,0.227
2015-10-16 12:00:01.638,-0.121,-0.977,0.254
2015-10-16 12:00:01.650,-0.109,-0.973,0.273
2015-10-16 12:00:01.663,-0.102,-1.0,0.27
2015-10-16 12:00:01.675,-0.105,-1.004,0.223
2015-10-16 12:00:01.688,-0.086,-1.008,0.227
2015-10-16 12:00:01.700,-0.074,-1.039,0.227
2015-10-16 12:00:01.713,-0.078,-1.043,0.188
2015-10-16 12:00:01.725,-0.066,-1.031,0.184
2015-10-16 12:00:01.738,-0.055,-1.031,0.207
2015-10-16 12:00:01.750,-0.043,-1.008,0.191
2015-10-16 12:00:01.763,-0.047,-1.004,0.195
2015-10-16 12:00:01.775,-0.051,-1.012,0.223
2015-10-16 12:00:01.788,-0.059,-0.992,0.215
2015-10-16 12:00:01.800,-0.07,-0.965,0.223
2015-10-16 12:00:01.813,-0.078,-0.941,0.234
2015-10-16 12:00:01.825,-0.078,-0.918,0.234
2015-10-16 12:00:01.838,-0.082,-0.918,0.23
2015-10-16 12:00:01.850,-0.082,-0.93,0.234
2015-10-16 12:00:01.863,-0.09,-0.938,0.238
2015-10-16 12:00:01.875,-0.094,-0.961,0.242
2015-10-16 12:00:01.888,-0.098,-0.977,0.258
2015-10-16 12:00:01.900,-0.094,-0.992,0.254
2015-10-16 12:00:01.913,-0.09,-0.988,0.246
2015-10-16 12:00:01.925,-0.066,-0.984,0.254
