HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME
2015-10-08 15:00:21.000,2015-10-08 15:00:00.000,2015-10-08 15:00:21.000,Outdoors
2015-10-08 15:00:21.000,2015-10-08 15:00:00.000,2015-10-08 15:00:21.000,Walking
2015-10-08 15:00:36.000,2015-10-08 15:00:21.000,2015-10-08 15:00:36.000,Walking
2015-10-08 15:00:46.000,2015-10-08 15:00:36.000,2015-10-08 15:00:46.000,Standing
2015-10-08 15:00:49.000,2015-10-08 15:00:46.000,2015-10-08 15:00:49.000,Standing
2015-10-08 15:00:49.000,2015-10-08 15:00:46.000,2015-10-08 15:00:49.000,Vending Machine
2015-10-08 15:01:02.000,2015-10-08 15:00:49.000,2015-10-08 15:01:02.000,Standing
2015-10-08 15:01:02.000,2015-10-08 15:00:49.000,2015-10-08 15:01:02.000,Vending Machine
2015-10-08 15:01:04.000,2015-10-08 15:01:02.000,2015-10-08 15:01:04.000,Standing
2015-10-08 15:01:04.000,2015-10-08 15:01:02.000,2015-10-08 15:01:04.000,Vending Machine
2015-10-08 15:01:11.000,2015-10-08 15:01:04.000,2015-10-08 15:01:11.000,Standing
2015-10-08 15:01:11.000,2015-10-08 15:01:04.000,2015-10-08 15:01:11.000,Vending Machine
2015-10-08 15:01:32.000,2015-10-08 15:01:11.000,2015-10-08 15:01:32.000,Standing
2015-10-08 15:01:32.000,2015-10-08 15:01:11.000,2015-10-08 15:01:32.000,Vending Machine
2015-10-08 15:01:39.000,2015-10-08 15:01:32.000,2015-10-08 15:01:39.000,Walking
2015-10-08 15:02:17.000,2015-10-08 15:01:39.000,2015-10-08 15:02:17.000,Walking
2015-10-08 15:02:17.000,2015-10-08 15:01:39.000,2015-10-08 15:02:17.000,Texting
2015-10-08 15:06:47.000,2015-10-08 15:02:33.000,2015-10-08 15:06:47.000,Frisbee
2015-10-08 15:06:58.000,2015-10-08 15:06:50.000,2015-10-08 15:06:58.000,Walking
2015-10-08 15:07:25.000,2015-10-08 15:06:58.000,2015-10-08 15:07:25.000,Outdoors
2015-10-08 15:07:25.000,2015-10-08 15:06:58.000,2015-10-08 15:07:25.000,Walking
2015-10-08 15:08:15.000,2015-10-08 15:07:25.000,2015-10-08 15:08:15.000,Phone Talking
2015-10-08 15:08:15.000,2015-10-08 15:07:25.000,2015-10-08 15:08:15.000,Outdoors
2015-10-08 15:08:15.000,2015-10-08 15:07:25.000,2015-10-08 15:08:15.000,Walking
2015-10-08 15:08:36.000,2015-10-08 15:08:15.000,2015-10-08 15:08:36.000,Outdoors
2015-10-08 15:08:36.000,2015-10-08 15:08:15.000,2015-10-08 15:08:36.000,Walking
2015-10-08 15:09:14.000,2015-10-08 15:08:36.000,2015-10-08 15:09:14.000,Outdoors
2015-10-08 15:09:14.000,2015-10-08 15:08:36.000,2015-10-08 15:09:14.000,Walking
2015-10-08 15:09:14.000,2015-10-08 15:08:36.000,2015-10-08 15:09:14.000,Telling Story
2015-10-08 15:09:15.000,2015-10-08 15:09:14.000,2015-10-08 15:09:15.000,Walking
2015-10-08 15:09:15.000,2015-10-08 15:09:14.000,2015-10-08 15:09:15.000,Telling Story
2015-10-08 15:09:20.000,2015-10-08 15:09:15.000,2015-10-08 15:09:20.000,Walking
2015-10-08 15:09:20.000,2015-10-08 15:09:15.000,2015-10-08 15:09:20.000,Telling Story
2015-10-08 15:09:20.000,2015-10-08 15:09:15.000,2015-10-08 15:09:20.000,Escalator
2015-10-08 15:09:24.000,2015-10-08 15:09:20.000,2015-10-08 15:09:24.000,Telling Story
2015-10-08 15:09:24.000,2015-10-08 15:09:20.000,2015-10-08 15:09:24.000,Escalator
2015-10-08 15:09:39.000,2015-10-08 15:09:24.000,2015-10-08 15:09:39.000,Telling Story
2015-10-08 15:09:39.000,2015-10-08 15:09:24.000,2015-10-08 15:09:39.000,Escalator
2015-10-08 15:09:39.000,2015-10-08 15:09:24.000,2015-10-08 15:09:39.000,Up
2015-10-08 15:09:49.000,2015-10-08 15:09:40.000,2015-10-08 15:09:49.000,Walking
2015-10-08 15:09:50.000,2015-10-08 15:09:49.000,2015-10-08 15:09:50.000,Walking
2015-10-08 15:09:50.000,2015-10-08 15:09:49.000,2015-10-08 15:09:50.000,Stairs
2015-10-08 15:09:56.000,2015-10-08 15:09:50.000,2015-10-08 15:09:56.000,Walking
2015-10-08 15:09:56.000,2015-10-08 15:09:50.000,2015-10-08 15:09:56.000,Stairs
2015-10-08 15:09:56.000,2015-10-08 15:09:50.000,2015-10-08 15:09:56.000,Down
2015-10-08 15:10:04.000,2015-10-08 15:09:56.000,2015-10-08 15:10:04.000,Walking
2015-10-08 15:10:04.000,2015-10-08 15:09:56.000,2015-10-08 15:10:04.000,Stairs
2015-10-08 15:10:04.000,2015-10-08 15:09:56.000,2015-10-08 15:10:04.000,Down
2015-10-08 15:10:04.000,2015-10-08 15:09:56.000,2015-10-08 15:10:04.000,Telling Story
2015-10-08 15:10:05.000,2015-10-08 15:10:04.000,2015-10-08 15:10:05.000,Walking
2015-10-08 15:12:31.000,2015-10-08 15:10:05.000,2015-10-08 15:12:31.000,Telling Story
2015-10-08 15:12:31.000,2015-10-08 15:10:05.000,2015-10-08 15:12:31.000,Walking
2015-10-08 15:12:37.000,2015-10-08 15:12:32.000,2015-10-08 15:12:37.000,Standing
2015-10-08 15:12:39.000,2015-10-08 15:12:37.000,2015-10-08 15:12:39.000,Standing
2015-10-08 15:12:39.000,2015-10-08 15:12:37.000,2015-10-08 15:12:39.000,Bag
2015-10-08 15:12:40.000,2015-10-08 15:12:39.000,2015-10-08 15:12:40.000,Bag
2015-10-08 15:12:40.000,2015-10-08 15:12:39.000,2015-10-08 15:12:40.000,Walking
